,y_pred,y_test
7333,36575.035,36574.31
7334,36549.23,36549.76
7335,36537.867,36569.06
7336,36550.703,36579.36
7337,36546.94,36578.23
7338,36543.598,36566.31
7339,36539.105,36581.09
7340,36543.26,36512.52
7341,36504.484,36439.0
7342,36430.73,36461.74
7343,36424.453,36399.44
7344,36394.574,36423.31
7345,36387.098,36449.76
7346,36401.652,36448.65
7347,36421.0,36458.65
7348,36426.277,36463.05
7349,36433.855,36472.68
7350,36432.29,36534.66
7351,36476.52,36652.57
7352,36571.332,36660.0
7353,36617.92,36658.0
7354,36631.547,36593.19
7355,36580.355,36595.47
7356,36581.918,36595.82
7357,36573.85,36554.46
7358,36547.793,36550.89
7359,36556.47,36517.53
7360,36515.703,36452.0
7361,36439.152,36444.98
7362,36417.285,36446.27
7363,36409.566,36355.81
7364,36363.547,36383.84
7365,36347.47,36358.9
7366,36338.1,36352.75
7367,36326.066,36389.28
7368,36347.207,36359.87
7369,36331.395,36278.59
7370,36286.227,36276.93
7371,36257.562,36110.73
7372,36178.957,35986.58
7373,36038.88,36153.46
7374,36058.348,36171.29
7375,36104.02,36237.16
7376,36171.47,36240.21
7377,36199.312,36254.66
7378,36208.2,36220.22
7379,36197.832,36149.6
7380,36167.074,36220.92
7381,36181.965,36288.65
7382,36236.13,36273.27
7383,36244.082,36253.23
7384,36225.348,36132.78
7385,36143.24,36180.6
7386,36146.52,36184.45
7387,36152.27,36186.01
7388,36160.094,36219.41
7389,36189.52,36252.79
7390,36204.758,36246.46
7391,36219.473,36149.9
7392,36176.09,36033.71
7393,36070.29,36061.83
7394,36042.836,36101.48
7395,36049.566,36134.85
7396,36080.14,36248.83
7397,36179.715,36230.62
7398,36199.96,36103.88
7399,36128.492,36208.4
7400,36158.887,36205.13
7401,36156.04,36156.6
7402,36138.45,36163.16
7403,36143.723,36179.93
7404,36142.258,36164.69
7405,36133.707,36165.72
7406,36148.145,36345.09
7407,36231.23,36352.81
7408,36321.895,36382.62
7409,36353.145,36370.85
7410,36352.184,36370.79
7411,36343.066,36319.42
7412,36314.31,36290.0
7413,36274.11,36308.96
7414,36275.168,36310.77
7415,36278.742,36279.29
7416,36262.004,36343.48
7417,36306.832,36355.81
7418,36316.41,36347.88
7419,36342.043,36374.05
7420,36341.45,36312.28
7421,36308.996,36271.97
7422,36267.64,36233.63
7423,36223.766,36229.99
7424,36211.473,36175.73
7425,36172.074,36175.21
7426,36156.88,36160.41
7427,36144.168,36143.39
7428,36125.176,36088.67
7429,36072.477,35938.82
7430,35953.184,35707.5
7431,35777.62,35790.37
7432,35760.715,35829.36
7433,35794.418,35732.72
7434,35749.87,35750.48
7435,35745.887,35807.02
7436,35748.59,35687.21
7437,35687.55,35763.19
7438,35703.65,35809.95
7439,35767.98,35819.25
7440,35782.58,35913.11
7441,35845.93,35908.08
7442,35897.81,35878.19
7443,35847.473,35674.88
7444,35757.41,35621.72
7445,35594.49,35717.72
7446,35633.598,35715.61
7447,35673.29,35777.12
7448,35734.582,35790.96
7449,35730.418,35739.41
7450,35729.652,35740.57
7451,35721.78,35704.92
7452,35686.38,35821.75
7453,35758.062,35783.53
7454,35779.91,35774.84
7455,35759.594,35788.42
7456,35725.938,35889.14
7457,35816.55,35894.57
7458,35853.242,35880.64
7459,35861.184,35852.61
7460,35841.41,35820.31
7461,35806.168,35861.55
7462,35855.35,35864.49
7463,35851.973,35882.21
7464,35832.58,35859.81
7465,35829.938,35823.24
7466,35819.47,35933.65
7467,35862.406,35836.35
7468,35860.06,35893.11
7469,35845.914,35850.04
7470,35840.39,35824.39
7471,35809.504,35858.65
7472,35803.688,35918.32
7473,35859.875,35821.91
7474,35803.637,35977.87
7475,35897.254,35948.85
7476,35938.64,35943.03
7477,35934.297,35925.06
7478,35916.19,35927.43
7479,35902.555,35887.85
7480,35891.098,35827.02
7481,35831.0,35843.86
7482,35801.59,35814.9
7483,35786.176,35850.77
7484,35790.832,35818.71
7485,35804.906,35958.55
7486,35881.47,35980.0
7487,35938.387,35954.48
7488,35931.297,35950.0
7489,35920.816,35900.0
7490,35881.355,35903.51
7491,35874.973,35876.3
7492,35872.137,35872.16
7493,35854.758,35859.2
7494,35844.734,35834.23
7495,35817.684,35869.11
7496,35828.426,35956.6
7497,35896.266,35887.52
7498,35884.574,35927.78
7499,35893.53,35963.17
7500,35921.176,36031.03
7501,35958.676,36063.82
7502,36029.953,35973.01
7503,35960.254,35929.42
7504,35925.92,35899.15
7505,35885.324,35900.06
7506,35875.297,35896.79
7507,35881.96,35872.26
7508,35857.58,35897.04
7509,35859.074,35891.17
7510,35855.785,35883.22
7511,35852.8,35833.49
7512,35811.65,35738.49
7513,35739.246,35664.06
7514,35682.887,35673.68
7515,35650.953,35725.21
7516,35680.01,35749.24
7517,35715.156,35769.26
7518,35728.867,35768.68
7519,35736.38,35759.04
7520,35725.957,35773.45
7521,35746.87,35720.03
7522,35698.688,35690.34
7523,35653.156,35687.18
7524,35674.324,35613.28
7525,35603.953,35667.66
7526,35619.96,35646.73
7527,35620.367,35714.77
7528,35662.355,35701.87
7529,35680.3,35740.17
7530,35700.777,35840.0
7531,35761.945,35842.34
7532,35801.5,35882.61
7533,35834.176,35866.27
7534,35846.945,35872.94
7535,35851.16,35877.13
7536,35846.938,35875.95
7537,35845.887,35870.07
7538,35847.043,35891.6
7539,35845.348,35921.58
7540,35885.027,35940.26
7541,35895.13,35936.96
7542,35907.992,35940.35
7543,35911.8,35980.75
7544,35947.5,35986.48
7545,35954.246,35947.47
7546,35929.598,35969.32
7547,35929.145,35981.58
7548,35942.316,35989.71
7549,35956.062,36005.94
7550,35965.285,36003.26
7551,35985.15,35993.51
7552,35965.94,35985.05
7553,35971.043,35984.25
7554,35947.82,35989.7
7555,35959.836,36009.48
7556,35971.06,35969.63
7557,35964.01,36052.08
7558,35996.15,36113.04
7559,36067.152,36123.99
7560,36098.402,36167.62
7561,36130.9,36113.83
7562,36107.293,36071.26
7563,36067.67,36067.83
7564,36052.137,36038.97
7565,36027.797,36043.13
7566,36006.73,36009.62
7567,35990.8,36016.77
7568,35986.473,36015.36
7569,35987.137,36031.23
7570,35993.94,35968.1
7571,35975.836,35988.24
7572,35951.75,35955.51
7573,35940.53,35988.03
7574,35927.027,36031.23
7575,35985.58,36024.1
7576,35993.207,35932.74
7577,35920.17,35917.33
7578,35899.348,35970.0
7579,35927.99,36014.34
7580,35944.01,36033.9
7581,36001.637,36028.15
7582,36000.44,36022.47
7583,35999.973,36017.59
7584,35985.09,36016.92
7585,35977.44,36027.9
7586,35999.19,36039.29
7587,36009.67,36078.61
7588,36051.79,36081.21
7589,36044.39,36083.31
7590,36054.03,36027.35
7591,36016.3,36030.25
7592,36001.23,35948.59
7593,35942.227,35931.48
7594,35912.43,35833.75
7595,35858.23,35814.06
7596,35795.75,35798.69
7597,35767.76,35795.07
7598,35768.867,35797.7
7599,35768.766,35845.1
7600,35815.08,35859.87
7601,35822.33,35861.3
7602,35833.48,35871.49
7603,35843.902,35898.16
7604,35861.316,35907.61
7605,35875.117,35907.76
7606,35873.707,35868.71
7607,35837.83,35958.4
7608,35882.06,35830.7
7609,35837.34,35814.25
7610,35795.055,35783.0
7611,35771.49,35796.98
7612,35765.223,35790.47
7613,35770.2,35739.19
7614,35728.465,35744.22
7615,35712.86,35752.24
7616,35725.79,35770.99
7617,35743.098,35716.22
7618,35702.266,35775.07
7619,35711.57,35745.51
7620,35724.973,35796.07
7621,35749.332,35697.27
7622,35725.016,35711.26
7623,35659.074,35713.36
7624,35667.05,35715.96
7625,35695.332,35754.4
7626,35708.633,35771.77
7627,35752.723,35693.27
7628,35707.76,35742.87
7629,35694.445,35768.48
7630,35728.043,35751.55
7631,35732.824,35731.98
7632,35711.54,35745.18
7633,35726.05,35736.43
7634,35710.996,35772.07
7635,35744.695,35760.17
7636,35743.227,35762.79
7637,35725.645,35672.08
7638,35696.83,35603.42
7639,35598.254,35583.14
7640,35565.273,35400.0
7641,35466.74,35471.79
7642,35391.004,35444.43
7643,35411.027,35394.01
7644,35378.03,35238.39
7645,35265.816,35256.97
7646,35236.613,35256.4
7647,35222.63,35172.96
7648,35167.01,35232.16
7649,35176.906,35139.83
7650,35158.875,35035.1
7651,35064.543,35168.88
7652,35072.87,35056.49
7653,35095.668,35153.39
7654,35127.133,35070.04
7655,35078.082,34992.77
7656,34994.594,35090.31
7657,34999.324,35063.01
7658,35055.06,35155.03
7659,35089.887,35121.4
7660,35092.188,35074.16
7661,35041.35,35086.29
7662,35048.953,35115.12
7663,35090.066,35057.97
7664,35063.445,35094.4
7665,35037.54,35101.47
7666,35068.71,35110.05
7667,35078.195,35055.81
7668,35070.406,35035.34
7669,35041.76,34974.43
7670,34964.594,35044.39
7671,34995.52,35020.4
7672,35007.46,34916.73
7673,34953.676,34887.95
7674,34891.79,34997.56
7675,34890.977,35069.12
7676,35023.13,35180.0
7677,35105.47,35148.74
7678,35122.152,35101.62
7679,35083.21,35092.98
7680,35056.97,35182.56
7681,35095.355,35200.0
7682,35165.61,35168.77
7683,35160.97,35185.74
7684,35146.137,35204.52
7685,35165.723,35162.58
7686,35135.875,35162.58
7687,35135.875,35185.35
7688,35145.85,35134.43
7689,35118.28,35059.48
7690,35060.387,35033.51
7691,35012.31,35086.18
7692,35024.152,35126.76
7693,35093.63,35142.65
7694,35108.72,35155.39
7695,35125.535,35168.47
7696,35127.574,35153.85
7697,35138.703,35095.02
7698,35099.22,35075.26
7699,35062.977,35104.35
7700,35073.67,35078.14
7701,35063.027,35119.19
7702,35086.28,35182.78
7703,35132.062,35209.42
7704,35177.9,35229.86
7705,35198.39,35282.31
7706,35255.51,35288.52
7707,35253.297,35237.51
7708,35232.285,35234.27
7709,35206.582,35240.77
7710,35213.617,35174.91
7711,35171.895,35115.29
7712,35100.82,35080.25
7713,35063.38,35054.8
7714,35031.824,35076.18
7715,35033.16,35039.7
7716,35007.906,34926.25
7717,34935.39,34937.92
7718,34903.13,34992.94
7719,34938.027,34964.79
7720,34942.62,34944.57
7721,34928.676,34995.66
7722,34959.215,34967.81
7723,34931.305,35014.56
7724,34980.406,35131.52
7725,35057.04,35152.79
7726,35129.863,35200.17
7727,35162.316,35139.22
7728,35126.164,34960.32
7729,35033.26,34926.67
7730,34924.992,34971.43
7731,34936.594,35021.81
7732,34966.832,35010.7
7733,34956.02,35114.33
7734,35039.99,35104.29
7735,35080.496,35145.91
7736,35108.824,35123.42
7737,35103.344,35125.92
7738,35087.066,35143.79
7739,35103.86,35112.22
7740,35095.93,35203.94
7741,35122.113,35171.6
7742,35152.855,35204.58
7743,35176.027,35200.0
7744,35179.715,35224.1
7745,35197.098,35221.72
7746,35184.16,35200.66
7747,35179.383,35176.92
7748,35165.645,35164.19
7749,35130.297,35150.0
7750,35136.49,35156.19
7751,35134.613,35125.12
7752,35075.457,35161.45
7753,35128.137,35162.21
7754,35131.16,35138.67
7755,35122.566,35082.88
7756,35068.87,35070.89
7757,35051.996,35075.48
7758,35055.223,35056.3
7759,35024.2,35068.74
7760,35041.395,34994.51
7761,34970.2,34953.47
7762,34952.043,34926.44
7763,34898.52,34881.65
7764,34881.215,34842.63
7765,34831.99,34937.22
7766,34878.164,34880.13
7767,34868.973,34860.68
7768,34857.203,34834.34
7769,34816.707,34870.13
7770,34825.14,34855.87
7771,34808.28,34897.86
7772,34867.477,35013.93
7773,34932.63,34945.94
7774,34946.887,34888.15
7775,34879.535,34861.36
7776,34858.12,34902.38
7777,34886.836,35000.0
7778,34931.254,35086.97
7779,35036.69,35128.3
7780,35073.4,35105.43
7781,35091.918,35151.8
7782,35113.906,35267.14
7783,35194.38,35247.78
7784,35218.812,35280.03
7785,35236.4,35267.72
7786,35234.812,35301.0
7787,35247.816,35420.0
7788,35332.402,35402.51
7789,35389.05,35371.97
7790,35353.844,35409.13
7791,35360.945,35430.33
7792,35392.574,35457.53
7793,35406.965,35358.75
7794,35381.29,35403.71
7795,35374.64,35391.7
7796,35371.09,35395.64
7797,35369.44,35400.28
7798,35372.188,35344.54
7799,35337.12,35341.46
7800,35326.66,35376.37
7801,35344.027,35369.35
7802,35343.664,35388.54
7803,35357.242,35328.04
7804,35328.01,35277.14
7805,35278.77,35300.72
7806,35261.2,35400.19
7807,35342.273,35341.67
7808,35338.13,35303.84
7809,35277.49,35298.58
7810,35278.465,35251.32
7811,35218.582,35290.21
7812,35249.895,35285.83
7813,35253.03,35251.49
7814,35225.918,35270.43
7815,35228.945,35256.53
7816,35244.305,35202.8
7817,35204.82,35178.78
7818,35157.98,35190.28
7819,35147.81,35217.77
7820,35195.66,35252.44
7821,35204.285,35235.16
7822,35210.79,35297.02
7823,35242.89,35230.21
7824,35214.434,35238.37
7825,35222.316,35227.31
7826,35221.64,35224.95
7827,35189.875,35243.54
7828,35222.086,35248.24
7829,35224.816,35268.17
7830,35236.37,35240.0
7831,35220.965,35222.16
7832,35198.12,35206.04
7833,35195.477,35195.55
7834,35178.973,35278.24
7835,35224.016,35337.73
7836,35312.402,35282.58
7837,35265.977,35135.87
7838,35150.67,35106.97
7839,35081.848,35091.76
7840,35082.88,35098.03
7841,35070.05,35121.85
7842,35082.9,35128.97
7843,35092.434,35131.33
7844,35109.99,35120.42
7845,35105.918,35140.0
7846,35109.84,35094.07
7847,35095.434,35113.09
7848,35083.355,35160.58
7849,35125.93,35100.0
7850,35108.195,35093.75
7851,35057.332,35136.49
7852,35081.44,35223.27
7853,35166.508,35169.61
7854,35157.004,35182.71
7855,35138.02,35113.31
7856,35111.996,35114.46
7857,35089.625,35201.45
7858,35140.98,35153.93
7859,35128.492,35173.69
7860,35124.863,35194.95
7861,35149.816,35202.12
7862,35184.543,35250.73
7863,35205.79,35240.7
7864,35223.926,35352.76
7865,35259.793,35536.76
7866,35423.11,35635.98
7867,35555.895,35672.07
7868,35632.473,35707.64
7869,35653.84,35770.34
7870,35736.832,35772.7
7871,35744.887,35784.3
7872,35739.26,35810.03
7873,35751.01,35922.4
7874,35844.414,35877.36
7875,35878.71,35950.0
7876,35891.293,35897.77
7877,35886.168,35963.76
7878,35894.207,35929.31
7879,35940.242,35935.32
7880,35903.484,36023.99
7881,35981.426,36012.27
7882,36012.137,36046.57
7883,35997.56,36080.85
7884,36042.824,36062.96
7885,36047.973,36092.83
7886,36058.3,36055.0
7887,36048.414,36031.53
7888,36009.65,36020.0
7889,35988.63,36016.26
7890,35990.574,36182.49
7891,36108.547,36169.63
7892,36152.516,36132.01
7893,36142.13,36140.45
7894,36117.234,36211.2
7895,36163.164,36229.98
7896,36192.06,36206.26
7897,36193.863,36166.66
7898,36149.285,36131.68
7899,36112.918,36117.64
7900,36108.824,36107.01
7901,36093.16,36094.23
7902,36081.332,36096.88
7903,36061.32,36068.18
7904,36049.344,36059.77
7905,36036.875,36093.77
7906,36064.316,36115.97
7907,36061.043,36045.2
7908,36055.51,35995.49
7909,35999.066,35991.0
7910,35964.887,35999.09
7911,35967.438,36066.87
7912,36007.008,36125.0
7913,36057.656,36060.77
7914,36029.473,36067.41
7915,36032.637,36065.56
7916,36047.45,36069.99
7917,36043.496,36047.3
7918,36036.09,36043.76
7919,36022.26,36101.18
7920,36031.094,36088.31
7921,36068.53,36123.17
7922,36081.184,36133.43
7923,36113.566,36123.69
7924,36103.816,36108.81
7925,36081.008,36137.22
7926,36095.348,36137.22
7927,36095.348,36066.86
7928,36046.953,36097.38
7929,36069.98,36160.15
7930,36106.527,36130.92
7931,36103.473,36198.48
7932,36137.586,36185.92
7933,36174.13,36176.41
7934,36151.71,36200.0
7935,36161.133,36395.4
7936,36287.105,36430.05
7937,36383.1,36376.93
7938,36373.99,36343.85
7939,36344.44,36336.61
7940,36316.24,36356.96
7941,36312.168,36274.11
7942,36259.79,36325.57
7943,36264.633,36272.02
7944,36258.535,36297.22
7945,36263.36,36275.52
7946,36252.43,36241.4
7947,36214.484,36245.15
7948,36213.656,36264.44
7949,36230.95,36239.52
7950,36225.234,36254.17
7951,36226.434,36214.79
7952,36206.336,36206.54
7953,36186.49,36167.86
7954,36150.332,36141.24
7955,36128.234,36168.03
7956,36146.9,36184.51
7957,36172.688,36189.57
7958,36165.74,36185.36
7959,36168.895,36192.38
7960,36149.656,36178.11
7961,36163.758,36204.66
7962,36173.85,36136.52
7963,36126.254,36150.31
7964,36116.867,36160.7
7965,36126.676,36193.84
7966,36154.33,36193.84
7967,36162.863,36231.57
7968,36190.344,36274.92
7969,36218.676,36278.95
7970,36256.58,36258.9
7971,36238.016,36272.8
7972,36224.152,36254.81
7973,36242.156,36269.24
7974,36224.207,36227.96
7975,36213.227,36233.12
7976,36218.742,36155.51
7977,36166.17,36119.1
7978,36099.16,36161.24
7979,36122.03,36209.05
7980,36171.277,36340.47
7981,36242.16,36443.33
7982,36363.55,36447.58
7983,36430.266,36453.97
7984,36436.5,36415.55
7985,36408.1,36434.18
7986,36411.71,36400.0
7987,36387.977,36378.26
7988,36359.977,36382.96
7989,36357.086,36394.36
7990,36368.4,36558.05
7991,36489.22,36511.54
7992,36495.645,36547.93
7993,36552.766,36601.8
7994,36551.12,36562.71
7995,36550.16,36543.3
7996,36517.19,36514.62
7997,36506.137,36533.89
7998,36495.754,36480.22
7999,36458.73,36497.55
8000,36462.777,36450.0
8001,36436.863,36459.8
8002,36461.387,36435.15
8003,36416.34,36409.85
8004,36400.16,36421.74
8005,36383.637,36442.93
8006,36404.965,36428.0
8007,36423.312,36400.0
8008,36372.64,36382.9
8009,36352.73,36361.11
8010,36357.023,36365.65
8011,36338.69,36339.58
8012,36307.082,36379.22
8013,36346.56,36382.56
8014,36374.33,36338.19
8015,36329.637,36347.49
8016,36322.477,36357.17
8017,36330.676,36342.08
8018,36317.574,36350.42
8019,36321.14,36351.99
8020,36308.297,36341.77
8021,36330.113,36354.85
8022,36337.695,36372.86
8023,36336.086,36372.86
8024,36332.14,36345.91
8025,36324.555,36374.19
8026,36339.645,36428.22
8027,36383.855,36401.61
8028,36385.05,36372.8
8029,36336.605,36336.04
8030,36314.67,36347.29
8031,36302.72,36388.39
8032,36345.402,36404.38
8033,36362.16,36433.33
8034,36406.12,36399.86
8035,36395.996,36423.9
8036,36389.484,36450.06
8037,36403.62,36441.99
8038,36404.52,36504.38
8039,36448.062,36553.94
8040,36496.824,36611.22
8041,36558.32,36550.0
8042,36533.94,36514.14
8043,36479.594,36522.8
8044,36486.137,36525.9
8045,36487.953,36498.09
8046,36480.67,36412.8
8047,36414.54,36385.46
8048,36361.184,36374.45
8049,36344.816,36389.27
8050,36339.812,36349.34
8051,36340.367,36349.36
8052,36322.156,36363.05
8053,36334.938,36337.17
8054,36322.87,36325.67
8055,36304.42,36322.7
8056,36310.316,36245.4
8057,36247.06,36247.25
8058,36229.17,36193.24
8059,36188.793,36162.4
8060,36150.797,36181.72
8061,36140.637,36156.28
8062,36125.137,36169.89
8063,36126.777,36192.88
8064,36154.473,36185.31
8065,36156.316,36141.62
8066,36117.457,36201.18
8067,36138.414,36183.59
8068,36154.242,36218.75
8069,36170.402,36240.0
8070,36204.47,36207.03
8071,36196.527,36141.12
8072,36136.45,36169.43
8073,36137.56,36217.92
8074,36175.75,36263.29
8075,36197.984,36231.0
8076,36207.316,36246.76
8077,36214.7,36228.61
8078,36195.023,36283.96
8079,36234.785,36275.44
8080,36241.047,36253.57
8081,36225.895,36243.16
8082,36218.797,36234.96
8083,36211.98,36290.45
8084,36247.465,36299.62
8085,36263.11,36324.15
8086,36279.812,36308.54
8087,36283.25,36289.5
8088,36248.34,36290.0
8089,36259.617,36247.0
8090,36236.082,36281.91
8091,36244.727,36248.45
8092,36224.7,36229.63
8093,36208.82,36261.12
8094,36222.91,36190.56
8095,36186.98,36160.03
8096,36144.965,36165.5
8097,36132.184,36167.43
8098,36139.793,36226.87
8099,36179.105,36222.66
8100,36202.785,36208.21
8101,36187.215,36008.67
8102,36059.965,36064.95
8103,36005.934,35998.62
8104,35971.51,35984.07
8105,35966.273,35868.16
8106,35879.223,35927.19
8107,35871.727,35866.74
8108,35862.19,35854.13
8109,35822.836,35819.12
8110,35807.773,35899.41
8111,35829.695,35893.99
8112,35876.62,35881.51
8113,35870.883,35924.75
8114,35885.64,35951.75
8115,35920.418,36021.7
8116,35947.42,36006.2
8117,35985.97,35914.33
8118,35915.93,35917.04
8119,35885.55,35924.69
8120,35900.816,35915.39
8121,35880.977,35913.78
8122,35877.18,35928.3
8123,35898.535,35896.13
8124,35881.535,35972.67
8125,35913.46,36002.48
8126,35941.145,35878.94
8127,35899.902,35983.12
8128,35907.082,35951.54
8129,35924.34,35999.0
8130,35952.848,35979.34
8131,35971.656,35955.73
8132,35929.074,35965.73
8133,35938.46,35923.51
8134,35927.59,35944.4
8135,35907.684,35921.57
8136,35898.11,35891.83
8137,35866.254,35929.01
8138,35856.715,35995.66
8139,35951.836,35966.11
8140,35951.543,35963.24
8141,35944.125,35971.78
8142,35931.496,35938.82
8143,35911.562,35926.75
8144,35894.03,35929.78
8145,35893.98,35904.79
8146,35896.29,35826.35
8147,35836.06,35853.75
8148,35812.098,35996.27
8149,35895.676,36099.92
8150,36016.727,36342.49
8151,36234.656,36490.45
8152,36399.992,36412.69
8153,36429.51,36440.5
8154,36401.035,36451.35
8155,36413.855,36398.69
8156,36400.02,36387.66
8157,36373.746,36401.46
8158,36372.64,36437.08
8159,36379.64,36431.97
8160,36394.2,36403.65
8161,36397.54,36429.56
8162,36393.035,36402.39
8163,36384.062,36390.0
8164,36372.668,36517.12
8165,36467.883,36815.89
8166,36683.953,37038.92
8167,36910.81,36998.84
8168,36988.816,37073.04
8169,37035.3,37195.83
8170,37133.21,37251.76
8171,37201.56,37193.96
8172,37206.52,37218.53
8173,37182.01,37235.67
8174,37196.93,37250.0
8175,37213.336,37401.0
8176,37320.125,37377.13
8177,37369.152,37334.67
8178,37341.902,37289.67
8179,37284.23,37242.2
8180,37253.82,37293.99
8181,37255.387,37341.12
8182,37318.504,37318.68
8183,37315.652,37313.8
8184,37301.305,37276.12
8185,37279.848,37315.55
8186,37293.348,37289.58
8187,37276.996,37250.83
8188,37251.92,37200.59
8189,37200.86,37044.4
8190,37086.883,37114.2
8191,37068.496,37093.51
8192,37072.582,37158.7
8193,37112.133,37144.68
8194,37122.305,37142.05
8195,37126.07,37174.67
8196,37123.984,37185.9
8197,37150.363,37136.99
8198,37111.78,37086.42
8199,37090.84,37077.47
8200,37051.96,37098.15
8201,37021.906,36991.14
8202,36996.305,36966.29
8203,36943.66,36941.6
8204,36956.75,36975.7
8205,36943.363,36975.42
8206,36949.523,36940.0
8207,36939.363,37004.35
8208,36954.2,36947.44
8209,36940.69,37001.27
8210,36966.16,37003.36
8211,36970.15,36986.73
8212,36960.977,36972.86
8213,36968.95,36984.31
8214,36950.32,36994.63
8215,36946.285,36974.47
8216,36957.44,36993.96
8217,36954.105,37014.77
8218,36975.562,37012.94
8219,36982.965,37017.66
8220,36986.074,37054.14
8221,36997.62,37102.14
8222,37064.777,37039.85
8223,37043.29,36844.88
8224,36909.42,36788.53
8225,36777.402,36830.71
8226,36757.25,36848.03
8227,36816.05,36812.72
8228,36799.25,36897.7
8229,36844.266,36865.05
8230,36838.715,36844.92
8231,36822.1,36920.96
8232,36855.59,36899.74
8233,36885.56,36900.34
8234,36882.215,36888.73
8235,36868.76,36865.41
8236,36849.168,36783.26
8237,36776.387,36870.25
8238,36803.492,36847.96
8239,36806.137,36811.54
8240,36779.152,36811.85
8241,36782.48,36880.02
8242,36819.773,36922.45
8243,36883.715,36942.86
8244,36899.684,36918.37
8245,36903.234,36883.92
8246,36861.59,36843.42
8247,36844.676,36846.21
8248,36818.51,36834.05
8249,36798.332,36821.53
8250,36785.133,36756.98
8251,36760.285,36895.07
8252,36806.918,36877.33
8253,36835.047,36873.74
8254,36835.406,37000.0
8255,36903.523,36966.61
8256,36946.336,36971.02
8257,36958.023,36961.32
8258,36918.574,36929.25
8259,36901.434,36883.52
8260,36882.1,36850.45
8261,36856.742,36871.45
8262,36850.26,36865.37
8263,36833.72,36861.67
8264,36835.49,36866.64
8265,36838.445,36908.0
8266,36854.863,36934.77
8267,36900.305,36908.62
8268,36890.1,36930.16
8269,36889.805,36871.29
8270,36862.332,36880.64
8271,36855.023,36863.35
8272,36843.684,36938.11
8273,36882.387,36924.77
8274,36889.508,36879.53
8275,36854.688,36902.25
8276,36871.285,36849.8
8277,36850.63,36817.31
8278,36811.215,36800.3
8279,36781.984,36782.73
8280,36759.395,36814.06
8281,36770.133,36842.81
8282,36803.47,36843.93
8283,36807.35,36815.8
8284,36814.742,36821.65
8285,36789.137,36828.34
8286,36801.49,36780.12
8287,36764.91,36811.06
8288,36772.824,36898.39
8289,36821.652,36916.12
8290,36895.402,36933.27
8291,36906.977,36880.19
8292,36885.625,36869.47
8293,36852.016,36840.12
8294,36829.54,36852.86
8295,36826.527,36833.79
8296,36826.74,36847.39
8297,36820.96,36835.3
8298,36817.074,36850.0
8299,36828.145,36793.78
8300,36799.812,36846.34
8301,36809.67,36883.14
8302,36833.086,36874.77
8303,36849.855,36896.81
8304,36853.793,36875.1
8305,36847.24,36850.0
8306,36844.316,36839.99
8307,36820.707,36848.96
8308,36828.223,36835.09
8309,36820.25,36822.4
8310,36807.973,36783.84
8311,36776.387,36738.15
8312,36738.207,36735.04
8313,36718.848,36324.11
8314,36457.8,36333.59
8315,36300.13,36150.0
8316,36189.426,36196.68
8317,36182.65,36258.73
8318,36189.273,36250.41
8319,36211.055,36331.88
8320,36264.125,36359.19
8321,36327.426,36386.19
8322,36353.785,36404.31
8323,36345.664,36403.89
8324,36371.293,36420.7
8325,36378.312,36360.42
8326,36342.285,36321.12
8327,36316.137,36237.65
8328,36230.48,36315.59
8329,36255.836,36334.78
8330,36297.926,36402.34
8331,36347.05,36391.8
8332,36346.09,36441.34
8333,36383.164,36404.96
8334,36395.004,36425.25
8335,36376.027,36401.64
8336,36371.156,36391.86
8337,36364.164,36415.96
8338,36369.41,36408.74
8339,36377.16,36443.11
8340,36384.812,36458.73
8341,36421.746,36381.85
8342,36392.223,36377.2
8343,36356.42,36350.0
8344,36337.81,36359.9
8345,36301.06,36370.54
8346,36329.06,36392.47
8347,36361.223,36403.31
8348,36363.043,36413.62
8349,36372.375,36411.16
8350,36392.984,36438.1
8351,36402.28,36419.81
8352,36397.29,36408.56
8353,36383.1,36429.18
8354,36399.45,36599.34
8355,36506.01,36530.96
8356,36533.195,36516.9
8357,36500.94,36544.57
8358,36494.508,36459.65
8359,36483.547,36485.4
8360,36467.477,36465.34
8361,36446.754,36446.58
8362,36421.21,36422.11
8363,36412.6,36400.54
8364,36377.69,36412.17
8365,36385.21,36310.82
8366,36302.754,36292.09
8367,36272.6,36318.42
8368,36281.23,36299.34
8369,36276.168,36279.88
8370,36258.066,36292.97
8371,36256.324,36304.25
8372,36271.734,36331.69
8373,36302.69,36321.45
8374,36299.332,36271.91
8375,36269.21,36299.96
8376,36261.24,36270.64
8377,36251.453,36287.13
8378,36250.254,36338.53
8379,36283.992,36344.79
8380,36317.78,36331.94
8381,36316.605,36358.43
8382,36321.22,36367.25
8383,36326.977,36363.06
8384,36328.445,36353.03
8385,36330.777,36300.34
8386,36300.516,36267.31
8387,36281.535,36231.02
8388,36194.14,36340.58
8389,36257.92,36398.56
8390,36358.043,36430.07
8391,36398.004,36405.1
8392,36389.31,36397.48
8393,36370.758,36425.38
8394,36382.914,36417.1
8395,36384.89,36380.29
8396,36377.168,36367.95
8397,36354.832,36376.69
8398,36351.574,36438.78
8399,36374.12,36415.36
8400,36397.758,36500.29
8401,36451.09,36553.81
8402,36510.84,36355.81
8403,36398.25,36289.16
8404,36293.082,36313.93
8405,36244.562,36239.65
8406,36255.305,36259.9
8407,36228.12,36227.69
8408,36222.04,36205.87
