,y_pred,y_test
718,35007.887,34945.45
719,34922.14,34973.11
720,34947.035,34949.24
721,34928.832,34968.09
722,34959.008,34870.52
723,34861.97,34621.37
724,34694.074,34733.54
725,34674.074,34821.2
726,34721.07,34756.02
727,34772.055,34742.9
728,34724.418,34823.76
729,34755.12,34777.09
730,34762.797,34877.33
731,34788.633,34780.17
732,34782.844,34777.85
733,34764.86,34688.25
734,34677.125,34677.96
735,34641.82,34745.24
736,34736.375,34815.61
737,34771.84,34811.81
738,34784.72,34662.96
739,34677.812,34640.16
740,34631.375,34606.55
741,34606.855,34630.19
742,34602.035,34632.06
743,34598.2,34575.0
744,34569.31,34618.15
745,34566.918,34673.8
746,34647.688,34637.47
747,34608.152,34744.64
748,34664.41,34641.18
749,34649.152,34614.68
750,34614.953,34674.63
751,34615.402,34652.95
752,34655.902,34590.98
753,34579.875,34528.49
754,34537.656,34561.66
755,34494.16,34520.3
756,34482.062,34505.66
757,34484.91,34500.0
758,34472.72,34455.34
759,34465.676,34452.1
760,34439.973,34473.37
761,34427.6,34544.27
762,34496.695,34539.66
763,34500.492,34560.83
764,34520.12,34563.87
765,34510.293,34542.97
766,34530.32,34540.17
767,34504.418,34663.65
768,34600.246,34690.27
769,34662.613,34693.12
770,34653.46,34670.52
771,34659.086,34746.94
772,34690.664,34690.31
773,34699.527,34666.26
774,34642.227,34618.27
775,34610.777,34656.31
776,34610.414,34615.81
777,34602.37,34696.44
778,34635.863,34636.31
779,34637.125,34500.0
780,34509.254,34566.36
781,34512.66,34615.34
782,34608.176,34670.79
783,34642.715,34700.0
784,34663.074,34774.15
785,34706.48,34786.3
786,34758.023,34771.65
787,34751.51,34752.95
788,34750.08,34751.94
789,34718.04,34783.67
790,34734.01,34874.05
791,34794.035,34800.0
792,34794.95,34763.71
793,34749.695,34742.37
794,34723.34,34790.36
795,34739.61,34861.73
796,34797.785,34911.91
797,34870.227,34938.3
798,34876.03,34952.23
799,34912.168,34951.3
800,34930.887,34984.09
801,34959.824,34979.59
802,34958.934,34950.0
803,34942.766,35070.67
804,34985.105,35003.99
805,35020.883,34835.92
806,34854.527,34858.65
807,34791.152,34828.27
808,34810.395,34776.31
809,34751.266,34739.72
810,34739.42,34753.94
811,34707.42,34771.5
812,34733.5,34755.11
813,34712.156,34748.79
814,34701.387,34707.67
815,34700.312,34750.81
816,34708.11,34729.29
817,34708.5,34617.12
818,34624.887,34581.69
819,34565.793,34556.89
820,34537.508,34534.32
821,34504.637,34581.15
822,34552.29,34558.93
823,34548.477,34514.24
824,34518.207,34279.36
825,34334.395,34346.93
826,34252.812,34277.97
827,34290.566,34331.81
828,34289.605,34320.34
829,34309.445,34378.11
830,34330.93,34404.49
831,34359.523,34324.53
832,34327.066,34328.77
833,34301.04,34357.12
834,34318.168,34330.52
835,34309.555,34344.68
836,34320.88,34421.76
837,34356.375,34408.55
838,34388.793,34408.05
839,34387.812,34327.7
840,34335.266,34473.24
841,34388.37,34492.15
842,34464.58,34539.91
843,34479.004,34578.79
844,34535.113,34611.41
845,34571.73,34694.91
846,34661.402,34727.77
847,34702.934,34745.81
848,34708.25,34749.4
849,34707.22,34778.81
850,34740.285,34782.01
851,34755.23,34839.11
852,34798.72,34807.66
853,34805.08,34810.48
854,34788.52,34769.11
855,34757.613,34853.35
856,34787.977,34851.48
857,34823.25,34903.2
858,34857.965,34889.97
859,34868.504,34937.74
860,34901.906,34889.06
861,34890.402,34862.73
862,34854.426,34787.06
863,34807.566,34694.53
864,34705.527,34725.79
865,34713.137,34745.58
866,34718.027,34764.07
867,34713.32,34819.16
868,34770.297,34681.04
869,34716.066,34759.0
870,34700.414,34976.99
871,34831.156,34988.98
872,34956.82,35029.0
873,34968.1,34797.84
874,34865.72,34647.68
875,34683.676,34610.73
876,34574.176,34664.5
877,34590.406,34559.69
878,34575.836,34542.91
879,34540.348,34561.0
880,34494.83,34545.01
881,34526.1,34582.82
882,34544.24,34651.22
883,34590.594,34620.95
884,34598.414,34604.8
885,34613.703,34651.67
886,34614.195,34667.79
887,34658.586,34589.61
888,34585.035,34595.17
889,34558.33,34562.11
890,34556.996,34591.5
891,34548.812,34626.81
892,34590.547,34652.96
893,34620.24,34671.78
894,34615.453,34789.34
895,34724.55,34804.84
896,34771.406,34825.72
897,34782.695,34816.19
898,34804.816,34903.2
899,34818.066,34920.99
900,34887.008,34898.29
901,34871.566,34851.49
902,34843.67,34834.78
903,34812.15,34835.2
904,34814.51,34884.52
905,34823.863,34609.2
906,34722.574,34577.8
907,34555.387,34625.78
908,34586.96,34611.62
909,34599.387,34667.66
910,34611.676,34715.8
911,34680.51,34783.78
912,34722.1,34714.44
913,34705.56,34688.29
914,34679.883,34674.3
915,34651.156,34688.04
916,34660.8,34647.56
917,34641.73,34720.68
918,34680.105,34759.77
919,34719.2,34698.52
920,34695.484,34677.62
921,34689.94,34710.35
922,34661.72,34751.19
923,34709.402,34847.71
924,34808.473,34876.84
925,34853.34,34864.67
926,34836.484,34825.34
927,34802.938,34801.44
928,34779.12,34863.22
929,34839.098,34868.47
930,34813.246,34863.54
931,34851.53,34754.1
932,34784.758,34870.83
933,34806.734,34960.2
934,34896.137,35021.41
935,34963.44,35195.69
936,35077.188,35197.44
937,35135.086,35232.11
938,35183.004,35155.26
939,35154.72,35092.59
940,35078.363,34752.78
941,34846.652,34675.02
942,34717.715,34737.4
943,34681.19,34673.0
944,34640.414,34596.85
945,34575.297,34562.0
946,34549.18,34487.11
947,34503.88,34652.15
948,34527.816,34575.0
949,34540.973,34582.17
950,34543.934,34461.0
951,34507.56,34410.53
952,34375.832,34383.08
953,34364.99,34303.64
954,34309.008,34262.88
955,34276.246,34335.77
956,34305.47,34393.44
957,34370.457,34386.21
958,34360.98,34343.34
959,34336.555,34370.52
960,34359.453,34372.45
961,34382.105,34091.22
962,34165.53,34116.87
963,34075.906,34111.56
964,34098.36,34157.48
965,34112.723,34216.39
966,34157.4,34173.71
967,34160.895,34220.15
968,34177.4,34157.96
969,34162.516,34235.37
970,34175.76,34243.08
971,34208.613,34340.85
972,34298.42,34317.95
973,34284.668,34263.66
974,34264.293,34200.0
975,34202.69,34287.12
976,34207.547,34295.46
977,34305.26,34289.69
978,34253.637,34192.52
979,34201.5,34113.19
980,34077.918,34104.22
981,34088.625,34183.57
982,34161.586,34074.34
983,34078.98,34074.0
984,34077.85,34130.69
985,34068.59,34136.28
986,34130.707,34231.21
987,34176.598,34163.07
988,34146.76,34179.29
989,34156.984,34186.5
990,34180.535,34246.96
991,34165.387,34309.92
992,34247.848,34251.5
993,34229.38,34335.29
994,34277.574,34277.42
995,34294.344,34321.56
996,34288.1,34297.23
997,34249.76,34370.55
998,34305.766,34347.97
999,34325.99,34321.32
1000,34316.3,34330.8
1001,34303.555,34339.44
1002,34317.555,34265.94
1003,34270.55,34294.27
1004,34246.582,34298.97
1005,34267.168,34239.84
1006,34269.715,34263.83
1007,34217.38,34262.97
1008,34239.094,34322.52
1009,34264.344,34228.85
1010,34245.387,34250.28
1011,34230.863,34286.41
1012,34250.56,34324.55
1013,34297.35,34305.7
1014,34287.69,34393.17
1015,34324.945,34340.02
1016,34333.7,34303.53
1017,34296.637,34303.95
1018,34267.844,34301.12
1019,34293.855,34238.5
1020,34226.184,34241.99
1021,34216.19,34101.71
1022,34129.766,34101.67
1023,34083.934,34107.06
1024,34063.562,34126.97
1025,34079.637,34128.12
1026,34092.203,34121.56
1027,34093.355,34197.18
1028,34142.11,34325.33
1029,34253.402,34480.0
1030,34403.457,34439.41
1031,34423.496,34483.83
1032,34422.297,34431.41
1033,34433.67,34486.89
1034,34434.203,34489.93
1035,34445.195,34448.52
1036,34427.316,34413.32
1037,34410.934,34573.39
1038,34473.723,34542.46
1039,34523.57,34505.22
1040,34489.582,34516.03
1041,34478.758,34539.68
1042,34523.258,34543.95
1043,34518.418,34608.23
1044,34562.254,34620.77
1045,34598.316,34588.13
1046,34572.2,34649.37
1047,34604.027,34610.92
1048,34600.934,34540.9
1049,34521.875,34500.0
1050,34492.938,34549.99
1051,34503.613,34616.72
1052,34552.527,34651.82
1053,34632.387,34687.76
1054,34643.99,34736.15
1055,34682.05,34719.59
1056,34680.59,34700.0
1057,34683.305,34690.0
1058,34692.73,34724.07
1059,34684.05,34650.92
1060,34655.707,34618.31
1061,34620.3,34661.31
1062,34614.504,34699.39
1063,34680.17,34689.86
1064,34670.656,34627.48
1065,34639.66,34657.36
1066,34594.82,34621.7
1067,34616.316,34605.9
1068,34591.727,34528.96
1069,34545.65,34441.04
1070,34459.56,34419.89
1071,34389.68,34404.5
1072,34399.01,34445.14
1073,34406.324,34500.74
1074,34449.188,34490.0
1075,34477.254,34463.69
1076,34466.75,34463.52
1077,34452.67,34441.07
1078,34429.227,34578.93
1079,34487.586,34594.33
1080,34534.273,34534.67
1081,34534.945,34527.07
1082,34515.027,34469.45
1083,34462.707,34446.12
1084,34429.27,34446.4
1085,34422.004,34457.84
1086,34429.14,34399.77
1087,34408.56,34394.62
1088,34367.88,34418.03
1089,34377.04,34424.14
1090,34395.125,34448.81
1091,34412.324,34538.68
1092,34477.59,34559.26
1093,34521.215,34540.55
1094,34504.26,34591.81
1095,34537.254,34694.53
1096,34607.06,34815.32
1097,34764.17,34869.65
1098,34839.777,34940.44
1099,34861.64,35000.0
1100,34935.523,35068.99
1101,34989.46,34930.96
1102,34944.676,34976.89
1103,34944.902,34915.14
1104,34909.38,34937.0
1105,34873.08,34798.97
1106,34845.72,34882.83
1107,34831.39,34829.68
1108,34824.06,34896.57
1109,34837.914,34876.55
1110,34850.49,34766.88
1111,34797.88,34858.67
1112,34782.01,34816.13
1113,34818.67,34750.0
1114,34735.05,34799.85
1115,34729.586,34781.53
1116,34763.7,34775.33
1117,34767.375,34793.92
1118,34773.684,34813.35
1119,34786.797,34809.25
1120,34779.062,34795.05
1121,34774.45,34699.76
1122,34715.04,34665.98
1123,34663.21,34728.11
1124,34679.426,34636.95
1125,34654.51,34744.3
1126,34677.812,34741.76
1127,34698.965,34718.17
1128,34690.98,34708.72
1129,34732.34,34808.95
1130,34733.414,34835.43
1131,34773.715,34771.8
1132,34758.723,34628.88
1133,34647.645,34558.98
1134,34547.59,34523.22
1135,34515.8,34535.71
1136,34498.14,34391.28
1137,34418.723,34309.51
1138,34306.645,34229.56
1139,34246.99,34229.18
1140,34211.38,34324.08
1141,34275.34,34358.73
1142,34298.016,34327.92
1143,34290.656,34320.03
1144,34315.863,34300.08
1145,34277.99,34305.81
1146,34263.805,34401.4
1147,34338.28,34376.71
1148,34347.355,34315.94
